,y_act,y_pred_random_forest,y_pred_logistic,df_prec_ran,df_prec_loc
3468,0,0.475766794,0.528478194,0,1
3469,0,0.378910956,0.379556347,0,0
3470,1,0.650531729,0.759577841,1,1
3471,1,0.45033517,0.400378138,0,0
3472,0,0.530957781,0.521144026,1,1
3473,1,0.592020813,0.591967412,1,1
3474,0,0.294060573,0.334340888,0,0
3475,0,0.622471198,0.758996742,1,1
3476,1,0.536541251,0.430615482,1,0
3477,1,0.509036621,0.432308765,1,0
3478,0,0.315344391,0.410002791,0,0
3479,0,0.51578939,0.526193473,1,1
3480,1,0.571373612,0.490769019,1,0
3481,1,0.593245592,0.619399607,1,1
3482,1,0.665460521,0.401442865,1,0
3483,0,0.566996935,0.540852337,1,1
3484,1,0.580381031,0.504785851,1,1
3485,1,0.43862985,0.310319398,0,0
3486,1,0.685125398,0.923600262,1,1
3487,1,0.506753308,0.376218239,1,0
3488,0,0.335994051,0.294231581,0,0
3489,0,0.356872809,0.338316241,0,0
3490,0,0.316610606,0.529073132,0,1
3491,0,0.435861065,0.381463491,0,0
3492,0,0.508912794,0.498253158,1,0
3493,0,0.437544881,0.402697609,0,0
3494,0,0.482732091,0.332932065,0,0
3495,0,0.395691003,0.381396223,0,0
3496,1,0.66893499,0.513000618,1,1
3497,1,0.823546714,0.903337744,1,1
3498,1,0.569878181,0.631651777,1,1
3499,0,0.48477555,0.577889775,0,1
3500,1,0.609705026,0.647335931,1,1
3501,1,0.418025278,0.377444618,0,0
3502,0,0.609579433,0.609778966,1,1
3503,0,0.345601506,0.291238811,0,0
3504,1,0.425999637,0.380176268,0,0
3505,0,0.358452572,0.377221254,0,0
3506,0,0.408575688,0.396273323,0,0
3507,1,0.637482426,0.640169594,1,1
3508,1,0.51355949,0.454226695,1,0
3509,1,0.564395027,0.491358989,1,0
3510,0,0.308507628,0.336050305,0,0
3511,1,0.476913167,0.394062487,0,0
3512,1,0.545780999,0.721448818,1,1
3513,1,0.505056883,0.463400177,1,0
3514,0,0.556333778,0.555518328,1,1
3515,1,0.424448112,0.351982041,0,0
3516,1,0.466420566,0.434444789,0,0
3517,0,0.411495595,0.384531376,0,0
3518,0,0.397702799,0.414128019,0,0
3519,1,0.590006748,0.564760212,1,1
3520,1,0.584032327,0.617254491,1,1
3521,1,0.664713317,0.68916678,1,1
3522,0,0.468465793,0.467990069,0,0
3523,1,0.450456374,0.305561971,0,0
3524,0,0.540932869,0.565142973,1,1
3525,1,0.453877545,0.455485023,0,0
3526,0,0.439968687,0.378555922,0,0
3527,0,0.353103897,0.435263566,0,0
3528,1,0.432109924,0.370047838,0,0
3529,0,0.368064918,0.453379196,0,0
3530,0,0.384557406,0.475747661,0,0
3531,1,0.667453144,0.450910816,1,0
3532,1,0.528506357,0.455233677,1,0
3533,0,0.372036065,0.346649043,0,0
3534,0,0.482394262,0.454389767,0,0
3535,0,0.444798853,0.418538872,0,0
3536,1,0.430775881,0.413652483,0,0
3537,1,0.478421228,0.299048888,0,0
3538,1,0.401218709,0.372319867,0,0
3539,0,0.425092401,0.402273821,0,0
3540,0,0.447755376,0.464798394,0,0
3541,1,0.48487869,0.459161759,0,0
3542,0,0.339826598,0.345088687,0,0
3543,1,0.591249268,0.597732719,1,1
3544,1,0.449285775,0.379973396,0,0
3545,1,0.469926864,0.382922455,0,0
3546,0,0.452252762,0.435247301,0,0
3547,1,0.545605735,0.55251717,1,1
3548,0,0.418312312,0.358858834,0,0
3549,1,0.487650999,0.360507344,0,0
3550,1,0.362009596,0.554960567,0,1
3551,0,0.493326891,0.455500079,0,0
3552,1,0.494893855,0.496739504,0,0
3553,1,0.703923857,0.584543075,1,1
3554,0,0.385490237,0.400770718,0,0
3555,1,0.685741323,0.99457427,1,1
3556,0,0.439601572,0.439583367,0,0
3557,1,0.543422798,0.596040922,1,1
3558,0,0.4923771,0.446811946,0,0
3559,0,0.628694913,0.59306058,1,1
3560,0,0.373177124,0.336809823,0,0
3561,1,0.518710422,0.396633177,1,0
3562,0,0.583750691,0.605641556,1,1
3563,1,0.612609064,0.545050628,1,1
3564,0,0.578168525,0.774687735,1,1
3565,1,0.700017987,0.750878348,1,1
3566,0,0.259368233,0.36777315,0,0
3567,0,0.412413916,0.382593069,0,0
3568,0,0.38023956,0.361049789,0,0
3569,0,0.557814669,0.589633967,1,1
3570,1,0.592730824,0.600286583,1,1
3571,1,0.440818729,0.444988436,0,0
3572,1,0.574214408,0.658486514,1,1
3573,0,0.463585293,0.456594513,0,0
3574,0,0.563262224,0.608840524,1,1
3575,0,0.506705612,0.506332822,1,1
3576,0,0.419796238,0.409026074,0,0
3577,1,0.577823604,0.61469399,1,1
3578,0,0.442750573,0.465265986,0,0
3579,1,0.453989987,0.422792562,0,0
3580,0,0.380263187,0.455930109,0,0
3581,1,0.433462248,0.417466023,0,0
3582,1,0.681116138,0.609399349,1,1
3583,1,0.456374939,0.497589635,0,0
3584,0,0.381781417,0.368519393,0,0
3585,0,0.491034539,0.498566444,0,0
3586,0,0.443321157,0.427862446,0,0
3587,0,0.432091653,0.36169649,0,0
3588,0,0.448201339,0.439310283,0,0
3589,1,0.495113023,0.355647153,0,0
3590,1,0.623991769,0.693671524,1,1
3591,1,0.451762642,0.436463886,0,0
3592,1,0.654805016,0.682191043,1,1
3593,0,0.531273562,0.50413679,1,1
3594,1,0.641586385,0.881145406,1,1
3595,0,0.333373366,0.24874272,0,0
3596,0,0.440667199,0.373185703,0,0
3597,0,0.611793412,0.620170391,1,1
3598,0,0.448518427,0.46645604,0,0
3599,1,0.467582874,0.514309345,0,1
3600,0,0.435692927,0.398685499,0,0
3601,0,0.457723546,0.396018113,0,0
3602,0,0.638620423,0.652641952,1,1
3603,1,0.604795865,0.545992215,1,1
3604,1,0.512556605,0.555223702,1,1
3605,1,0.537814516,0.504046231,1,1
3606,0,0.445143614,0.378273817,0,0
3607,0,0.42360256,0.32551342,0,0
3608,1,0.528942606,0.588653534,1,1
3609,0,0.4910268,0.668111019,0,1
3610,1,0.531508125,0.485022375,1,0
3611,1,0.527034425,0.424151068,1,0
3612,0,0.43937194,0.380394926,0,0
3613,1,0.619919125,0.562717213,1,1
3614,0,0.508102472,0.437300111,1,0
3615,0,0.462849291,0.486906679,0,0
3616,0,0.432339437,0.603415148,0,1
3617,1,0.733594328,0.751886152,1,1
3618,1,0.599731951,0.381147529,1,0
3619,0,0.56000807,0.481709555,1,0
3620,0,0.47154854,0.370887869,0,0
3621,1,0.487361146,0.448095574,0,0
3622,1,0.6031152,0.525535124,1,1
3623,1,0.467209006,0.508761522,0,1
3624,1,0.483711025,0.475111933,0,0
3625,0,0.475113849,0.500208144,0,1
3626,0,0.441528075,0.385523338,0,0
3627,1,0.431741801,0.451661964,0,0
3628,1,0.699977626,0.587380202,1,1
3629,0,0.468556534,0.568598887,0,1
3630,0,0.358125409,0.396633997,0,0
3631,0,0.527699172,0.517962341,1,1
3632,1,0.679513833,0.692932127,1,1
3633,0,0.454779105,0.328561222,0,0
3634,0,0.455198317,0.387069549,0,0
3635,1,0.567762032,0.561155699,1,1
3636,0,0.482729571,0.497243683,0,0
3637,0,0.364602413,0.37690425,0,0
3638,1,0.374859859,0.302323197,0,0
3639,1,0.416126546,0.372251446,0,0
3640,1,0.491730313,0.60188073,0,1
3641,0,0.411330701,0.34355969,0,0
3642,0,0.290428815,0.307326605,0,0
3643,1,0.548711748,0.570814545,1,1
3644,1,0.37309394,0.358243172,0,0
3645,1,0.391330948,0.384283894,0,0
3646,1,0.66554584,0.753812076,1,1
3647,0,0.424196263,0.380629438,0,0
3648,1,0.674853766,0.522812072,1,1
3649,1,0.526976652,0.527425082,1,1
3650,1,0.593304531,0.62693229,1,1
3651,0,0.521710316,0.633289502,1,1
3652,1,0.524400287,0.462020498,1,0
3653,0,0.417596496,0.432998605,0,0
3654,1,0.33292546,0.293293811,0,0
3655,0,0.41491626,0.453685407,0,0
3656,0,0.407587069,0.393965527,0,0
3657,0,0.533591477,0.661785424,1,1
3658,0,0.423597831,0.392032413,0,0
3659,0,0.415183463,0.439416527,0,0
3660,0,0.527456279,0.452507542,1,0
3661,0,0.503586707,0.483887359,1,0
3662,1,0.424399824,0.391022157,0,0
3663,0,0.531644094,0.57472695,1,1
3664,1,0.4807011,0.462566619,0,0
3665,0,0.422699899,0.453672944,0,0
3666,0,0.542252824,0.447295065,1,0
3667,0,0.478328138,0.416943331,0,0
3668,1,0.693077025,0.516526718,1,1
3669,1,0.614639116,0.592745443,1,1
3670,0,0.370798618,0.379156943,0,0
3671,0,0.419117106,0.477096898,0,0
3672,1,0.46097329,0.413701715,0,0
3673,1,0.435640312,0.379188733,0,0
3674,0,0.544771226,0.600206843,1,1
3675,0,0.422017923,0.366645953,0,0
3676,0,0.66393011,0.682555206,1,1
3677,1,0.572365851,0.523156326,1,1
3678,0,0.414762146,0.317574566,0,0
3679,1,0.590549,0.622032144,1,1
3680,0,0.47097653,0.506484927,0,1
3681,0,0.491362422,0.414028426,0,0
3682,0,0.572813532,0.549618373,1,1
3683,1,0.370950698,0.402900571,0,0
3684,0,0.429758982,0.36846391,0,0
3685,1,0.561251834,0.587119374,1,1
3686,0,0.378102132,0.359699297,0,0
3687,1,0.551624486,0.564184022,1,1
3688,0,0.464035375,0.485231236,0,0
3689,0,0.537112552,0.507346558,1,1
3690,1,0.625347301,0.697892377,1,1
3691,0,0.404682134,0.521913712,0,1
3692,0,0.427434814,0.378374587,0,0
3693,0,0.444821583,0.389286633,0,0
3694,1,0.511927549,0.439515336,1,0
3695,0,0.461722097,0.382420169,0,0
3696,0,0.395999798,0.401183015,0,0
3697,1,0.456786563,0.42123137,0,0
3698,1,0.428749607,0.413544065,0,0
3699,0,0.603995355,0.622725265,1,1
3700,0,0.360934642,0.77810368,0,1
3701,1,0.309921869,0.337318267,0,0
3702,1,0.468786858,0.435177904,0,0
3703,1,0.510030146,0.506754276,1,1
3704,1,0.474059532,0.724105257,0,1
3705,0,0.467432896,0.366328966,0,0
3706,1,0.47597488,0.528126005,0,1
3707,1,0.444425524,0.429696269,0,0
3708,0,0.390166412,0.538886263,0,1
3709,0,0.54924478,0.595530515,1,1
3710,1,0.518416892,0.445379636,1,0
3711,0,0.481926958,0.502934954,0,1
3712,0,0.492216619,0.416529609,0,0
3713,0,0.358065006,0.409044037,0,0
3714,1,0.715378479,0.872595544,1,1
3715,1,0.531618511,0.513125712,1,1
3716,0,0.352745589,0.306861953,0,0
3717,0,0.508101998,0.439666593,1,0
3718,1,0.453934618,0.514716847,0,1
3719,1,0.443400218,0.503648424,0,1
3720,0,0.438153619,0.500602285,0,1
3721,0,0.346582452,0.436466976,0,0
3722,0,0.402369125,0.38326783,0,0
3723,1,0.497486916,0.455481201,0,0
3724,1,0.446314482,0.298908355,0,0
3725,1,0.433298563,0.362154186,0,0
3726,0,0.47884614,0.488436825,0,0
3727,1,0.400563284,0.378634693,0,0
3728,1,0.655752031,0.663931451,1,1
3729,1,0.441327987,0.39554296,0,0
3730,0,0.521482323,0.456134656,1,0
3731,0,0.535399098,0.513153156,1,1
3732,1,0.356797587,0.315386981,0,0
3733,1,0.488982973,0.416596211,0,0
3734,1,0.547903015,0.400387538,1,0
3735,0,0.480212322,0.607929352,0,1
3736,1,0.53357253,0.562031442,1,1
3737,1,0.627128845,0.53187089,1,1
3738,1,0.472978756,0.505732295,0,1
3739,1,0.662533257,0.569864731,1,1
3740,1,0.434354937,0.405828555,0,0
3741,0,0.509446815,0.676857238,1,1
3742,1,0.405750022,0.385606748,0,0
3743,1,0.52616417,0.460302747,1,0
3744,1,0.53616283,0.59365493,1,1
3745,1,0.605957633,0.410644097,1,0
3746,0,0.379212205,0.279420157,0,0
3747,0,0.527342297,0.516303779,1,1
3748,1,0.629584378,0.796739046,1,1
3749,0,0.467883871,0.497945802,0,0
3750,0,0.47198946,0.714930625,0,1
3751,1,0.416981166,0.382228831,0,0
3752,0,0.480651161,0.377443103,0,0
3753,1,0.692395673,0.756417126,1,1
3754,1,0.661363456,0.665665491,1,1
3755,1,0.621868409,0.696362792,1,1
3756,1,0.433580636,0.488750867,0,0
3757,0,0.474917926,0.458835795,0,0
3758,0,0.514646542,0.451949268,1,0
3759,1,0.532373358,0.391817078,1,0
3760,1,0.666594544,0.764937725,1,1
3761,0,0.401206134,0.358301036,0,0
3762,1,0.491425015,0.589464241,0,1
3763,0,0.484868286,0.356840853,0,0
3764,1,0.471200746,0.4364741,0,0
3765,0,0.39310838,0.313195787,0,0
3766,1,0.482208671,0.396268088,0,0
3767,1,0.688632485,0.984514015,1,1
3768,1,0.429377243,0.350615566,0,0
3769,0,0.49395108,0.531615775,0,1
3770,0,0.421603717,0.487313106,0,0
3771,1,0.723255234,0.84076489,1,1
3772,1,0.425767843,0.575995763,0,1
3773,0,0.53116994,0.473570402,1,0
3774,0,0.44231211,0.422680713,0,0
3775,1,0.506201015,0.449757853,1,0
3776,1,0.51471438,0.491647221,1,0
3777,1,0.410669356,0.393039761,0,0
3778,0,0.383943948,0.378174993,0,0
3779,1,0.549427185,0.55296323,1,1
3780,1,0.555232154,0.424861893,1,0
3781,1,0.638813839,0.497478128,1,0
3782,1,0.437012336,0.522791455,0,1
3783,1,0.607681941,0.959892597,1,1
3784,1,0.504640428,0.526137562,1,1
3785,0,0.425171243,0.384832919,0,0
3786,0,0.475309437,0.543038517,0,1
3787,0,0.555063874,0.65944554,1,1
3788,1,0.575098572,0.644750191,1,1
3789,0,0.484882135,0.763178361,0,1
3790,1,0.66263884,0.710539643,1,1
3791,1,0.547839992,0.457101749,1,0
3792,1,0.624101212,0.747692444,1,1
3793,1,0.460552523,0.421132468,0,0
3794,1,0.608936057,0.750031718,1,1
3795,1,0.445325604,0.40432754,0,0
3796,0,0.580067885,0.535813537,1,1
3797,1,0.588494166,0.539924933,1,1
3798,0,0.485189426,0.448958189,0,0
3799,0,0.303339793,0.33985868,0,0
3800,1,0.533683802,0.56941739,1,1
3801,0,0.371062776,0.301832361,0,0
3802,1,0.60615906,0.64539188,1,1
3803,1,0.565902011,0.638114539,1,1
3804,1,0.451116915,0.562141713,0,1
3805,0,0.536588322,0.68458899,1,1
3806,1,0.567213956,0.639738873,1,1
3807,1,0.498145586,0.456693547,0,0
3808,0,0.289751696,0.343433321,0,0
3809,1,0.644120254,0.526391309,1,1
3810,1,0.515942801,0.433894102,1,0
3811,1,0.515364851,0.456305625,1,0
3812,0,0.374327489,0.364011929,0,0
3813,1,0.513219315,0.999145104,1,1
3814,0,0.457371861,0.384229209,0,0
3815,0,0.451341013,0.427347586,0,0
3816,0,0.382796979,0.467729075,0,0
3817,1,0.569939793,0.704570407,1,1
3818,0,0.421092934,0.43361809,0,0
3819,1,0.596140967,0.454585794,1,0
3820,1,0.430217845,0.367528278,0,0
3821,0,0.40267725,0.367866933,0,0
3822,1,0.627319644,0.68682556,1,1
3823,0,0.535893834,0.465743493,1,0
3824,0,0.492116146,0.476842368,0,0
3825,1,0.480063346,0.562790795,0,1
3826,1,0.532222318,0.576127772,1,1
3827,1,0.592102155,0.519902649,1,1
3828,1,0.45489571,0.455954735,0,0
3829,1,0.593243041,0.641935604,1,1
3830,1,0.435737451,0.394254524,0,0
3831,0,0.395422608,0.323733591,0,0
3832,1,0.725295797,0.798282089,1,1
3833,1,0.638756919,0.754844046,1,1
3834,0,0.437005245,0.436922133,0,0
3835,1,0.554194254,0.999589071,1,1
3836,0,0.415528244,0.352040719,0,0
3837,1,0.593487525,0.504495876,1,1
3838,1,0.625921663,0.720324138,1,1
3839,0,0.457193453,0.375595932,0,0
3840,1,0.424161471,0.335553968,0,0
3841,1,0.684050146,0.73361927,1,1
3842,1,0.63867661,0.589515592,1,1
3843,1,0.499495339,0.457951127,0,0
3844,1,0.437634451,0.504170619,0,1
3845,0,0.515016575,0.494843727,1,0
3846,0,0.464672896,0.616889169,0,1
3847,1,0.541421402,0.595982378,1,1
3848,0,0.472471143,0.439517151,0,0
3849,0,0.768792731,0.987062106,1,1
3850,1,0.534982893,0.517776998,1,1
3851,1,0.584187816,0.568766678,1,1
3852,1,0.425536737,0.329792309,0,0
3853,1,0.45319519,0.425046651,0,0
3854,1,0.603623846,0.489730592,1,0
3855,1,0.698458923,0.712183685,1,1
3856,0,0.347745535,0.324127988,0,0
3857,0,0.353103897,0.430456456,0,0
3858,1,0.568234858,0.422941387,1,0
3859,1,0.516371256,0.577116562,1,1
3860,1,0.425850167,0.265274373,0,0
3861,0,0.648668579,0.570534829,1,1
3862,0,0.570997944,0.451105539,1,0
3863,0,0.489939636,0.498550613,0,0
3864,0,0.429224282,0.467197887,0,0
3865,0,0.614672325,0.713393063,1,1
3866,1,0.631031565,0.506486516,1,1
3867,1,0.623064809,0.687595358,1,1
3868,0,0.525438768,0.536606021,1,1
3869,1,0.511283567,0.502688621,1,1
3870,1,0.4389641,0.389736356,0,0
3871,0,0.539974351,0.545295976,1,1
3872,0,0.485111126,0.614958161,0,1
3873,0,0.370044841,0.364962361,0,0
3874,1,0.331176888,0.354949665,0,0
3875,0,0.600231815,0.738279475,1,1
3876,0,0.431384549,0.427664741,0,0
3877,1,0.480157632,0.518495983,0,1
3878,0,0.452225325,0.454883643,0,0
3879,0,0.424482775,0.489575318,0,0
3880,0,0.390938314,0.426447358,0,0
3881,1,0.681662874,0.557057569,1,1
3882,0,0.386655194,0.364816888,0,0
3883,1,0.511320465,0.65467547,1,1
3884,1,0.43150915,0.515077772,0,1
3885,1,0.666986071,0.554308136,1,1
3886,0,0.391390652,0.317333063,0,0
3887,0,0.402811375,0.620869754,0,1
3888,1,0.404777425,0.426005947,0,0
3889,1,0.675995266,0.537562438,1,1
3890,1,0.378805901,0.32522782,0,0
3891,1,0.52129468,0.492868625,1,0
3892,0,0.412411426,0.37932034,0,0
3893,1,0.582213601,0.679846024,1,1
3894,1,0.491387847,0.460392589,0,0
3895,1,0.631388957,0.660893579,1,1
3896,1,0.606655048,0.468195985,1,0
3897,1,0.54007996,0.479777136,1,0
3898,0,0.557364284,0.675986488,1,1
3899,0,0.412602796,0.411173383,0,0
3900,0,0.499366612,0.498306747,0,0
3901,1,0.490548086,0.50620352,0,1
3902,1,0.373514408,0.350591167,0,0
3903,1,0.531903979,0.608675762,1,1
3904,1,0.557297228,0.550503854,1,1
3905,0,0.514462889,0.483453979,1,0
3906,0,0.445456849,0.748261227,0,1
3907,0,0.385111582,0.470962251,0,0
3908,1,0.463243613,0.431698715,0,0
3909,1,0.544548565,0.458409606,1,0
3910,0,0.472425734,0.498042585,0,0
3911,0,0.558262162,0.502231005,1,1
3912,0,0.421355217,0.447751186,0,0
3913,1,0.557127973,0.56064402,1,1
3914,0,0.36183637,0.297426448,0,0
3915,0,0.502936515,0.503129366,1,1
3916,1,0.626347905,0.695590076,1,1
3917,1,0.399126829,0.275043475,0,0
3918,0,0.232143501,0.31222408,0,0
3919,1,0.593323137,0.616890233,1,1
3920,1,0.459878721,0.512893547,0,1
3921,1,0.524119781,0.488124074,1,0
3922,0,0.411994303,0.415444706,0,0
3923,0,0.326532651,0.31364839,0,0
3924,0,0.324469369,0.29421213,0,0
3925,1,0.704513457,0.453401311,1,0
3926,1,0.402771649,0.402420051,0,0
3927,1,0.551114719,0.497428538,1,0
3928,1,0.594665533,0.541696914,1,1
3929,1,0.586025481,0.571755535,1,1
3930,1,0.636686772,0.591691407,1,1
3931,0,0.464796118,0.457242223,0,0
3932,0,0.428167223,0.418389123,0,0
3933,0,0.518135774,0.600604369,1,1
3934,0,0.414826875,0.448792925,0,0
3935,0,0.389593828,0.383501074,0,0
3936,1,0.328137939,0.311737406,0,0
3937,0,0.477697631,0.551513223,0,1
3938,0,0.48492034,0.496143283,0,0
3939,1,0.501366247,0.447053033,1,0
3940,1,0.649666793,0.572084495,1,1
3941,0,0.49020523,0.358107559,0,0
3942,1,0.747656408,0.761033807,1,1
3943,1,0.548741719,0.512859918,1,1
3944,0,0.420640066,0.361260018,0,0
3945,1,0.498424775,0.44657258,0,0
3946,1,0.513598128,0.410930736,1,0
3947,1,0.739695432,0.633987005,1,1
3948,0,0.458413389,0.406193081,0,0
3949,1,0.643846509,0.768531086,1,1
3950,1,0.490361336,0.569917984,0,1
3951,1,0.425368939,0.60904969,0,1
3952,0,0.427044372,0.560725853,0,1
3953,1,0.509668404,0.63369499,1,1
3954,0,0.45790989,0.432911748,0,0
3955,1,0.680861247,0.580142352,1,1
3956,1,0.589455908,0.534249376,1,1
3957,1,0.541981185,0.493036081,1,0
3958,0,0.465389855,0.450757358,0,0
3959,0,0.370514042,0.390059858,0,0
3960,0,0.496958034,0.382726864,0,0
3961,1,0.636904221,0.839350591,1,1
3962,0,0.470598713,0.401109331,0,0
3963,0,0.495645586,0.471556702,0,0
3964,1,0.593594531,0.644632155,1,1
3965,0,0.484028422,0.558085294,0,1
3966,1,0.544872304,0.407285042,1,0
3967,0,0.46548603,0.450244051,0,0
3968,1,0.440287346,0.308448766,0,0
3969,1,0.380996386,0.264279121,0,0
3970,1,0.503757956,0.540016448,1,1
3971,0,0.609262376,0.538453957,1,1
3972,0,0.515780643,0.502280375,1,1
3973,1,0.612690234,0.403547584,1,0
3974,1,0.401596204,0.378428626,0,0
3975,1,0.572593118,0.535356224,1,1
3976,1,0.538129086,0.652739837,1,1
3977,0,0.441900953,0.368874963,0,0
3978,1,0.498485841,0.413031371,0,0
3979,0,0.590351146,0.608556928,1,1
3980,0,0.421477654,0.287353057,0,0
3981,0,0.402402923,0.701463491,0,1
3982,0,0.427297335,0.404601637,0,0
3983,1,0.533282954,0.434528103,1,0
3984,0,0.61095231,0.723352369,1,1
3985,1,0.505775951,0.568798725,1,1
3986,0,0.354486796,0.427184713,0,0
3987,0,0.451055818,0.531122903,0,1
3988,0,0.648817926,0.81555121,1,1
3989,1,0.506272691,0.522479992,1,1
3990,1,0.516640649,0.480901615,1,0
3991,1,0.452713997,0.389548535,0,0
3992,1,0.625906325,0.481892069,1,0
3993,1,0.413113282,0.42223098,0,0
3994,1,0.512756729,0.507129609,1,1
3995,1,0.467692324,0.384053012,0,0
3996,1,0.66447391,0.755582426,1,1
3997,0,0.440331296,0.48843843,0,0
3998,0,0.574458291,0.66274491,1,1
3999,1,0.476058694,0.583153935,0,1
4000,0,0.402012321,0.373467607,0,0
4001,0,0.4193961,0.423047427,0,0
4002,1,0.566438263,0.560379217,1,1
4003,0,0.500162019,0.644576603,1,1
4004,0,0.521519316,0.451606196,1,0
4005,1,0.417191091,0.424208156,0,0
4006,0,0.622694501,0.504880588,1,1
4007,1,0.3750379,0.377607087,0,0
4008,0,0.389932427,0.338730928,0,0
4009,1,0.376834079,0.356400838,0,0
4010,0,0.412696134,0.358379718,0,0
4011,1,0.498323277,0.588040463,0,1
4012,1,0.639843154,0.518343328,1,1
4013,1,0.46156161,0.454437775,0,0
4014,0,0.532655994,0.568136824,1,1
4015,0,0.380195601,0.311096528,0,0
4016,0,0.437899713,0.405986303,0,0
4017,1,0.569371694,0.594751315,1,1
4018,1,0.553907284,0.638421941,1,1
4019,1,0.475967822,0.379733887,0,0
4020,1,0.418716289,0.425237557,0,0
4021,1,0.35793477,0.34396929,0,0
4022,0,0.469050555,0.45942166,0,0
4023,0,0.488078193,0.545930548,0,1
4024,1,0.553615358,0.572420781,1,1
4025,0,0.650300243,0.653338093,1,1
4026,1,0.66393011,0.653982924,1,1
4027,0,0.457371861,0.393047181,0,0
4028,1,0.514223652,0.479336012,1,0
4029,0,0.38084339,0.325809183,0,0
4030,1,0.500798912,0.391961572,1,0
4031,1,0.631164169,0.485382662,1,0
4032,1,0.480361967,0.390114758,0,0
4033,0,0.440273311,0.387943229,0,0
4034,1,0.479102006,0.421712436,0,0
4035,0,0.478357681,0.387072096,0,0
4036,0,0.510045594,0.523364612,1,1
4037,1,0.557418925,0.745646073,1,1
4038,1,0.412524204,0.344179492,0,0
4039,1,0.708755663,0.697538914,1,1
4040,0,0.567466618,0.503587027,1,1
4041,1,0.512912318,0.52032675,1,1
4042,0,0.527747199,0.552394035,1,1
4043,1,0.476724618,0.350263048,0,0
4044,0,0.587736662,0.827646516,1,1
4045,1,0.53605246,0.573305882,1,1
4046,0,0.405442814,0.487012605,0,0
4047,1,0.606546996,0.586784356,1,1
4048,0,0.599866894,0.70393061,1,1
4049,1,0.658166361,0.778529408,1,1
4050,1,0.606939981,0.547133902,1,1
4051,0,0.530270176,0.422262943,1,0
4052,0,0.40105359,0.407999638,0,0
4053,1,0.412001092,0.406374004,0,0
4054,1,0.524943558,0.338001677,1,0
4055,1,0.583152233,0.417352496,1,0
4056,0,0.392334429,0.335016242,0,0
4057,1,0.42552563,0.411036721,0,0
4058,0,0.451145302,0.413522697,0,0
4059,0,0.476489696,0.502722359,0,1
4060,1,0.61464234,0.65542977,1,1
4061,0,0.41109914,0.257265435,0,0
4062,1,0.541775208,0.489201911,1,0
4063,1,0.611990369,0.636966262,1,1
4064,0,0.3841888,0.374142642,0,0
4065,0,0.440046508,0.391363277,0,0
4066,0,0.43139035,0.374847298,0,0
4067,1,0.542568599,0.568993966,1,1
4068,1,0.500982735,0.322248353,1,0
4069,0,0.404491355,0.350382861,0,0
4070,0,0.421442959,0.43354542,0,0
4071,1,0.573553993,0.700011261,1,1
4072,1,0.500136,0.456333485,1,0
4073,0,0.521347477,0.560396809,1,1
4074,0,0.518000084,0.507868943,1,1
4075,1,0.5557727,0.573971313,1,1
4076,0,0.486406622,0.52470787,0,1
4077,0,0.412696134,0.367798642,0,0
4078,1,0.650908022,0.662577755,1,1
4079,1,0.457371861,0.400145063,0,0
4080,1,0.517646936,0.369331556,1,0
4081,0,0.569354389,0.586929767,1,1
4082,0,0.42628812,0.671490154,0,1
4083,1,0.572661482,0.53743867,1,1
4084,1,0.703208683,0.56555799,1,1
4085,1,0.50662831,0.654003031,1,1
4086,0,0.382259852,0.467263492,0,0
4087,0,0.380377931,0.351627288,0,0
4088,1,0.635181049,0.668098312,1,1
4089,0,0.264477774,0.29020627,0,0
4090,1,0.580219922,0.44085875,1,0
4091,1,0.5351423,0.485462636,1,0
4092,0,0.317233912,0.334483037,0,0
4093,0,0.42154165,0.370370808,0,0
4094,1,0.619590545,0.499892865,1,0
4095,1,0.379274691,0.300079902,0,0
4096,1,0.737871994,0.816824493,1,1
4097,0,0.383375497,0.32801299,0,0
4098,0,0.428167999,0.378718562,0,0
4099,0,0.534278665,0.568563372,1,1
4100,1,0.616694839,0.778506904,1,1
4101,0,0.346475776,0.339784832,0,0
4102,1,0.406676483,0.509394482,0,1
4103,1,0.400536078,0.320516217,0,0
4104,0,0.315277352,0.282630529,0,0
4105,0,0.455676702,0.440321188,0,0
4106,1,0.490754297,0.552057762,0,1
4107,1,0.454009776,0.49939703,0,0
4108,1,0.500432177,0.48012664,1,0
4109,0,0.396353729,0.355361776,0,0
4110,1,0.621299759,0.509707592,1,1
4111,0,0.438835566,0.430538501,0,0
4112,0,0.526563076,0.491589259,1,0
4113,0,0.443661197,0.470504622,0,0
4114,0,0.324799151,0.289318474,0,0
4115,1,0.589760298,0.55798554,1,1
4116,1,0.571594971,0.609610097,1,1
4117,1,0.570633546,0.527571493,1,1
4118,0,0.479797504,0.528257139,0,1
4119,1,0.65621026,0.670210046,1,1
4120,1,0.494320659,0.613683327,0,1
4121,0,0.299430102,0.289627827,0,0
4122,0,0.402131768,0.339298118,0,0
4123,1,0.438666514,0.495676672,0,0
4124,0,0.423019927,0.424619313,0,0
4125,0,0.529727821,0.52164474,1,1
4126,0,0.530312265,0.617853395,1,1
4127,0,0.518230452,0.425623027,1,0
4128,1,0.581633694,0.576706613,1,1
4129,0,0.65878122,0.780055279,1,1
4130,0,0.405065054,0.415144369,0,0
4131,1,0.650938454,0.766835799,1,1
